transaction_id,committee_name,image_number,entity_type,amendment_indicator,back_reference_transaction_id,back_reference_schedule_name,load_timestamp,line_number,file_number,related_line_number,committee_id,recipient_name,recipient_city,recipient_state,recipient_zip,recipient_prefix,recipient_suffix,beneficiary_committee_name,disbursement_type,disbursement_description,disbursement_date,disbursement_amount,semi_annual_bundled_refund,candidate_office,candidate_office_district,memo_code,memo_text
500067683,SUOZZI FOR CONGRESS,202312019599368496,ORG,N,,,2023-12-01 10:06:05,17,1737426,923,C00607200,Storage Post Self Storage,Glen Cove,NY,115423636,,,,,Storage Unit Rental,2021-08-29,150,,,,X,*
500068593,SUOZZI FOR CONGRESS,202312019599368496,ORG,N,,,2023-12-01 10:06:05,17,1737426,924,C00607200,Bank of America,Glen Cove,NY,115422704,,,,,Wire Fee,2021-07-02,5,,,,,
500068604,SUOZZI FOR CONGRESS,202312019599368496,ORG,N,,,2023-12-01 10:06:05,17,1737426,925,C00607200,Bank of America,Glen Cove,NY,115422704,,,,,Chargeback Fee,2021-07-07,12,,,,,
500068614,SUOZZI FOR CONGRESS,202312019599368497,ORG,N,,,2023-12-01 10:06:05,17,1737426,926,C00607200,Get Your Guide Inc.,North Las Vegas,NV,890324326,,,,,Travel,2021-07-09,810,,,,,
500068524,SUOZZI FOR CONGRESS,202312019599368497,ORG,N,,,2023-12-01 10:06:05,17,1737426,927,C00607200,Paychex,Rochester,NY,146204648,,,,,Payroll - Invoice,2021-08-31,134,,,,,
500068624,SUOZZI FOR CONGRESS,202312019599368497,ORG,N,,,2023-12-01 10:06:05,17,1737426,928,C00607200,Osteria Morini,Washington,DC,200033734,,,,,Event,2021-09-01,1326.6,,,,,
500068634,SUOZZI FOR CONGRESS,202312019599368498,ORG,N,,,2023-12-01 10:06:05,17,1737426,929,C00607200,Arno Ristorante,New York,NY,100185074,,,,,Political Meeting,2021-09-10,241.58,,,,,
500068544,SUOZZI FOR CONGRESS,202312019599368498,ORG,N,,,2023-12-01 10:06:05,17,1737426,930,C00607200,Paychex,Rochester,NY,146204648,,,,,Payroll,2021-08-30,4131.69,,,,,
500068545,SUOZZI FOR CONGRESS,202312019599368498,IND,N,500068544,SB17,2023-12-01 10:06:05,17,1737426,931,C00607200,Guthrie,Brooklyn,NY,112384014,,,,,Payroll,2021-08-30,1960.72,,,,X,*
500068546,SUOZZI FOR CONGRESS,202312019599368499,IND,N,500068544,SB17,2023-12-01 10:06:05,17,1737426,932,C00607200,Goldfeder,Forest Hills,NY,113754152,,,,,Payroll,2021-08-30,137.01,,,,X,*
500068547,SUOZZI FOR CONGRESS,202312019599368499,IND,N,500068544,SB17,2023-12-01 10:06:05,17,1737426,933,C00607200,Fishkin,Washington,DC,200094807,,,,,Payroll,2021-08-30,2033.96,,,,X,*
500067644,SUOZZI FOR CONGRESS,202312019599368499,ORG,N,,,2023-12-01 10:06:05,17,1737426,934,C00607200,Citi Field,Corona,NY,113684191,,,,,Event food & beverage,2021-09-15,25,,,,,
500067654,SUOZZI FOR CONGRESS,202312019599368500,ORG,N,,,2023-12-01 10:06:05,17,1737426,935,C00607200,Google,Mountain View,CA,940431351,,,,,GSuite,2021-08-02,46.93,,,,,
500068564,SUOZZI FOR CONGRESS,202312019599368500,IND,N,,,2023-12-01 10:06:05,17,1737426,936,C00607200,Goldfeder,Forest Hills,NY,113754152,,,,,Reimbursement,2021-09-03,485.4,,,,,
500067664,SUOZZI FOR CONGRESS,202312019599368500,ORG,N,,,2023-12-01 10:06:05,17,1737426,937,C00607200,Limani,Roslyn,NY,115761502,,,,,Event,2021-08-05,449.7,,,,,
500068664,SUOZZI FOR CONGRESS,202312019599368501,ORG,N,,,2023-12-01 10:06:05,17,1737426,938,C00607200,ActBlue Technical Services,Somerville,MA,21443132,,,,,Credit Card Processing Fee,2021-08-29,485.11,,,,,
500067674,SUOZZI FOR CONGRESS,202312019599368501,ORG,N,,,2023-12-01 10:06:05,17,1737426,939,C00607200,Optimum Business,Chelsea,MA,2150,,,,,Internet,2021-07-08,358.63,,,,,
500068584,SUOZZI FOR CONGRESS,202312019599368501,ORG,N,,,2023-12-01 10:06:05,17,1737426,940,C00607200,Sweetgreen,Washington,DC,200031107,,,,,Meals,2021-09-24,13.7,,,,,
500067684,SUOZZI FOR CONGRESS,202312019599368502,ORG,N,,,2023-12-01 10:06:05,17,1737426,941,C00607200,Storage Post Self Storage,Glen Cove,NY,115423636,,,,,Storage Unit Rental,2021-09-29,150,,,,X,*
500068594,SUOZZI FOR CONGRESS,202312019599368502,ORG,N,,,2023-12-01 10:06:05,17,1737426,942,C00607200,Bank of America,Glen Cove,NY,115422704,,,,,Wire Fee,2021-07-21,5,,,,,
500067694,SUOZZI FOR CONGRESS,202312019599368502,ORG,N,,,2023-12-01 10:06:05,17,1737426,943,C00607200,USPS,Glen Cove,NY,115426000,,,,,PO Box Renewal,2021-07-07,226,,,,,
500068605,SUOZZI FOR CONGRESS,202312019599368503,ORG,N,,,2023-12-01 10:06:05,17,1737426,944,C00607200,The New York Times,New York,NY,100181618,,,,,Subscription,2021-07-06,66.92,,,,,
500068615,SUOZZI FOR CONGRESS,202312019599368503,ORG,N,,,2023-12-01 10:06:05,17,1737426,945,C00607200,Avianca Airlines,Bogota,,,,,,,Travel,2021-07-12,226.19,,,,,
500068525,SUOZZI FOR CONGRESS,202312019599368503,ORG,N,,,2023-12-01 10:06:05,17,1737426,946,C00607200,Paychex,Rochester,NY,146204648,,,,,Payroll - Invoice,2021-09-15,184,,,,,
500068625,SUOZZI FOR CONGRESS,202312019599368504,ORG,N,,,2023-12-01 10:06:05,17,1737426,947,C00607200,House Members Dining Room,Washington,DC,20004,,,,,Meals,2021-07-29,90,,,,,
500068535,SUOZZI FOR CONGRESS,202312019599368504,ORG,N,,,2023-12-01 10:06:05,17,1737426,948,C00607200,Paychex,Rochester,NY,146204648,,,,,Payroll,2021-07-29,4131.67,,,,,
500068536,SUOZZI FOR CONGRESS,202312019599368504,IND,N,500068535,SB17,2023-12-01 10:06:05,17,1737426,949,C00607200,Guthrie,Brooklyn,NY,112384014,,,,,Payroll,2021-07-29,1960.71,,,,X,*
500068537,SUOZZI FOR CONGRESS,202312019599368505,IND,N,500068535,SB17,2023-12-01 10:06:05,17,1737426,950,C00607200,Goldfeder,Forest Hills,NY,113754152,,,,,Payroll,2021-07-29,137.01,,,,X,*
500068538,SUOZZI FOR CONGRESS,202312019599368505,IND,N,500068535,SB17,2023-12-01 10:06:05,17,1737426,951,C00607200,Fishkin,Washington,DC,200094807,,,,,Payroll,2021-07-29,2033.95,,,,X,*
500068645,SUOZZI FOR CONGRESS,202312019599368505,ORG,N,,,2023-12-01 10:06:05,17,1737426,952,C00607200,Corcoran Caterers,Silver Spring,MD,209101250,,,,,Event Catering,2021-09-29,7005.08,,,,,
500068555,SUOZZI FOR CONGRESS,202312019599368506,ORG,N,,,2023-12-01 10:06:05,17,1737426,953,C00607200,Bollywood Insider,Albertson,NY,115071138,,,,,Advertising,2021-09-20,750,,,,,
500068655,SUOZZI FOR CONGRESS,202312019599368506,IND,N,,,2023-12-01 10:06:05,17,1737426,954,C00607200,Walsh,Washington,DC,200091775,,,,,Reimbursement (vendors that aggregate over $200 listed below),2021-08-13,250,,,,,
500067655,SUOZZI FOR CONGRESS,202312019599368506,ORG,N,,,2023-12-01 10:06:05,17,1737426,955,C00607200,Google,Mountain View,CA,940431351,,,,,GSuite,2021-09-05,46.93,,,,,
500067665,SUOZZI FOR CONGRESS,202312019599368507,ORG,N,,,2023-12-01 10:06:05,17,1737426,956,C00607200,Marco Polo Ristorante,Brooklyn,NY,112314332,,,,,Dining,2021-09-23,181.51,,,,,
500068665,SUOZZI FOR CONGRESS,202312019599368507,ORG,N,,,2023-12-01 10:06:05,17,1737426,957,C00607200,ActBlue Technical Services,Somerville,MA,21443132,,,,,Credit Card Processing Fee,2021-09-05,252.32,,,,,
500067675,SUOZZI FOR CONGRESS,202312019599368507,ORG,N,,,2023-12-01 10:06:05,17,1737426,958,C00607200,Optimum Business,Chelsea,MA,2150,,,,,Internet,2021-08-08,358.46,,,,,
500068585,SUOZZI FOR CONGRESS,202312019599368508,ORG,N,,,2023-12-01 10:06:05,17,1737426,959,C00607200,Sweetgreen,Washington,DC,200031107,,,,,Meals,2021-09-27,13.7,,,,,
500068595,SUOZZI FOR CONGRESS,202312019599368508,ORG,N,,,2023-12-01 10:06:05,17,1737426,960,C00607200,Bank of America,Glen Cove,NY,115422704,,,,,Wire Fee,2021-07-21,30,,,,,
500068606,SUOZZI FOR CONGRESS,202312019599368508,ORG,N,,,2023-12-01 10:06:05,17,1737426,961,C00607200,The New York Times,New York,NY,100181618,,,,,Subscription,2021-08-02,52.17,,,,,
500068626,SUOZZI FOR CONGRESS,202312019599368509,ORG,N,,,2023-12-01 10:06:05,17,1737426,962,C00607200,Gallaghers Steakhouse NY,New York,NY,100195802,,,,,Event,2021-08-04,576.87,,,,,
500068526,SUOZZI FOR CONGRESS,202312019599368509,ORG,N,,,2023-12-01 10:06:05,17,1737426,963,C00607200,Paychex,Rochester,NY,146204648,,,,,Payroll - Taxes,2021-07-15,1685.89,,,,,
500068636,SUOZZI FOR CONGRESS,202312019599368509,ORG,N,,,2023-12-01 10:06:05,17,1737426,964,C00607200,Linea Ejecutiva Transportation,San Salvador,,,,,,,Travel,2021-08-16,420,,,,,
500068646,SUOZZI FOR CONGRESS,202312019599368510,ORG,N,,,2023-12-01 10:06:05,17,1737426,965,C00607200,LCS STRATEGIES & ALLIANCE,Washington,DC,200026274,,,,,Event Logistics,2021-09-29,850,,,,,
500067656,SUOZZI FOR CONGRESS,202312019599368510,ORG,N,,,2023-12-01 10:06:05,17,1737426,966,C00607200,Google,Mountain View,CA,940431351,,,,,Storage,2021-07-04,1.99,,,,,
500068656,SUOZZI FOR CONGRESS,202312019599368510,ORG,N,,,2023-12-01 10:06:05,17,1737426,967,C00607200,ActBlue Technical Services,Somerville,MA,21443132,,,,,Credit Card Processing Fee,2021-07-04,45.31,,,,,
500068666,SUOZZI FOR CONGRESS,202312019599368511,ORG,N,,,2023-12-01 10:06:05,17,1737426,968,C00607200,ActBlue Technical Services,Somerville,MA,21443132,,,,,Credit Card Processing Fee,2021-09-12,191.96,,,,,
500068576,SUOZZI FOR CONGRESS,202312019599368511,ORG,N,,,2023-12-01 10:06:05,17,1737426,969,C00607200,Sweetgreen,Washington,DC,200031107,,,,,Meals,2021-07-01,13.7,,,,,
500067676,SUOZZI FOR CONGRESS,202312019599368511,ORG,N,,,2023-12-01 10:06:05,17,1737426,970,C00607200,Optimum Business,Chelsea,MA,2150,,,,,Internet,2021-09-06,358.46,,,,,
500068586,SUOZZI FOR CONGRESS,202312019599368512,ORG,N,,,2023-12-01 10:06:05,17,1737426,971,C00607200,Sweetgreen,Washington,DC,200031107,,,,,Meals,2021-09-30,13.7,,,,,
500067686,SUOZZI FOR CONGRESS,202312019599368512,ORG,N,,,2023-12-01 10:06:05,17,1737426,972,C00607200,Succotash,Washington,DC,200041493,,,,,Event,2021-08-25,568,,,,,
500068596,SUOZZI FOR CONGRESS,202312019599368512,ORG,N,,,2023-12-01 10:06:05,17,1737426,973,C00607200,Bank of America,Glen Cove,NY,115422704,,,,,Wire Fee,2021-08-03,30,,,,,
500068607,SUOZZI FOR CONGRESS,202312019599368513,ORG,N,,,2023-12-01 10:06:05,17,1737426,974,C00607200,The New York Times,New York,NY,100181618,,,,,Subscription,2021-08-30,78.17,,,,,
500068617,SUOZZI FOR CONGRESS,202312019599368513,ORG,N,,,2023-12-01 10:06:05,17,1737426,975,C00607200,Uber,San Francisco,CA,941055800,,,,,Travel,2021-07-19,118.63,,,,,
500068527,SUOZZI FOR CONGRESS,202312019599368513,ORG,N,,,2023-12-01 10:06:05,17,1737426,976,C00607200,Paychex,Rochester,NY,146204648,,,,,Payroll - Taxes,2021-07-30,1685.9,,,,,
500068627,SUOZZI FOR CONGRESS,202312019599368514,ORG,N,,,2023-12-01 10:06:05,17,1737426,977,C00607200,Marco Polo Ristorante,Brooklyn,NY,112314332,,,,,Political Meeting,2021-08-05,263,,,,,
500068637,SUOZZI FOR CONGRESS,202312019599368514,ORG,N,,,2023-12-01 10:06:05,17,1737426,978,C00607200,Linea Ejecutiva Transportation,San Salvador,,,,,,,Travel - Fee,2021-08-16,12.6,,,,,
