committee_id,committee_name,report_year,report_type,image_number,line_number,file_number,payee_name,payee_first_name,payee_middle_name,payee_last_name,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip,previous_file_number,amendment_indicator,amendment_number,expenditure_description,expenditure_date,dissemination_date,expenditure_amount,office_total_ytd,category_code,category_code_full,support_oppose_indicator,memo_code,memo_code_full,candidate_id,candidate_name,candidate_prefix,candidate_first_name,candidate_middle_name,candidate_last_name,candidate_suffix,candidate_office,candidate_office_state,candidate_office_district,candidate_party,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,independent_sign_name,independent_sign_date,notary_sign_name,notary_sign_date,notary_commission_expiration_date,election_type,election_type_full,back_reference_transaction_id,back_reference_schedule_name,filer_first_name,filer_middle_name,filer_last_name,transaction_id,original_sub_id,action_code,action_code_full,schedule_type_full,filing_form,link_id,sub_id,payee_prefix,payee_suffix,is_notice,most_recent,filing_date,memo_text,filer_prefix,filer_suffix,schedule_type,pdf_url
C00495028,HMP,2024,24,202402039619675476,24,1754256,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1754256,N,0,DIGITAL ADVERTISING - ESTIMATE,2024-02-02 00:00:00,2024-02-02 00:00:00,100000.00,3861770.50,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"WOLFF, BRIAN",2024-02-03 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500489772,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020420241819391000,4020420241819398001,,,t,t,2024-02-03 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202402039619675476
C00710848,DMFI PAC,2024,48,202401199600126357,24,1744595,LONG ISLAND JEWISH WORLD,,,,PO BOX 220297,,GREAT NECK,NY,110220297,1744595,N,0,ESTIMATED DIGITAL & PRINT ADVERTISING,2024-01-18 00:00:00,2024-01-17 00:00:00,8000.00,34276.00,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"PETTERSON, JAY",2024-01-19 00:00:00,,,,O2024,SPECIAL GENERAL,,,JAY,,PETTERSON,500650326,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011920241815780013,4011920241815858048,,,t,t,2024-01-19 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401199600126357
C00486845,LCV VICTORY FUND,2023,48,202401119600034005,24,1742801,DELIVER STRATEGIES LLC,,,,PO BOX 100970,,ARLINGTON,VA,222103970,1742801,N,0,CANVASSING MATERIALS,2024-01-08 00:00:00,2024-01-09 00:00:00,9050.00,262573.41,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"SONEKAN, TITI",2024-01-11 00:00:00,,,,O2024,SPECIAL GENERAL,,,TITI,,SONEKAN,500428111,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011120241815260014,4011120241815336092,,,t,t,2024-01-11 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401119600034005
C00754051,WORKERS VOTE,2024,48,202401189600113260,24,1744268,HOTEL AND GAMING TRADES COUNCIL AFL-CIO,,,,709 EIGHT AVENUE,,NEW YORK,NY,10036,1744268,N,0,ESTIMATED STAFF SALARY & EXPENSES FOR CANVASSING (1/17/24 - 2/13/24),2024-01-18 00:00:00,2024-01-17 00:00:00,232293.63,262400.28,1,Administrative/Salary/Overhead Expenses ,S,,,H6NY03247,"SUOZZI, TOM",,TOM,,SUOZZI,,H,NY,3,DEM,C00754051,,,,,,,"TANNU, ZAINA",2024-01-18 00:00:00,,,,O2024,SPECIAL,,,ZAINA,,TANNU,B864069,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011820241815716015,4011820241815765102,,,t,t,2024-01-18 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401189600113260
C90011172,AFSCME WORKING FAMILIES FUND,2024,24,202401319600808996,,1749887,RED HORSE STRATEGIES,,,,55 WASHINGTON STREET,SUITE 702,BROOKLYN,NY,11201,1749887,N,0,CHINESE RADIO AD TO THE GENERAL PUBLIC  ESTIMATE,2024-01-31 00:00:00,,5000.00,34717.00,4,Advertising Expenses ,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,,,,,,S2024,SPECIAL,,,,,,F57.4830,,A,ADD,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4013120241817781000,4013120241817783000,,,t,t,2024-01-31 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?202401319600808996
C00495028,HMP,2024,48,202401129600051402,24,1743092,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1742845,A,1,DIGITAL PRODUCTION - ESTIMATE,2024-01-09 00:00:00,2024-01-09 00:00:00,400.00,389582.77,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"WOLFF, BRIAN",2024-01-12 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500485698,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011320241815450001,4011320241815458007,,,t,t,2024-01-12 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401129600051402
C00754051,WORKERS VOTE,2024,48,202401189600113260,24,1744268,HOTEL GAMING RESTAURANT & CLUB EMPLOYEES & BARTENDERS UNION LOCAL 6,,,,709 EIGHT AVENUE,,NEW YORK,NY,10036,1744268,N,0,ESTIMATED STAFF SALARY & EXPENSES FOR CANVASSING (1/17/24 - 1/21/24),2024-01-18 00:00:00,2024-01-17 00:00:00,2142.27,262400.28,1,Administrative/Salary/Overhead Expenses ,S,,,H6NY03247,"SUOZZI, TOM",,TOM,,SUOZZI,,H,NY,3,DEM,C00754051,,,,,,,"TANNU, ZAINA",2024-01-18 00:00:00,,,,O2024,SPECIAL,,,ZAINA,,TANNU,B864070,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011820241815716015,4011820241815765103,,,t,t,2024-01-18 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401189600113260
C00486845,LCV VICTORY FUND,2024,48,202401249600240528,24,1745468,OTG STRATEGIES,,,,106 LANGTREE VILLAGE DR,STE 301,MOORESVILLE,NC,281177594,1745468,N,0,CANVASSING SERVICES,2024-01-22 00:00:00,2024-01-22 00:00:00,90000.00,452573.41,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"SONEKAN, TITI",2024-01-24 00:00:00,,,,O2024,SPECIAL GENERAL,,,TITI,,SONEKAN,500429725,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012420241816213008,4012420241816331023,,,t,t,2024-01-24 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401249600240528
C90015991,JIM OWLES LIBERAL DEMOCRATIC CLUB,2016,24,201607269021938096,,1091134,PRIME NEW YORK,,,,233 BROADWAY SUITE 702,,NEW YORK,NY,10279,1091134,N,,VOTER DATA FILE,2016-06-23 00:00:00,,108.87,2018.48,4,Advertising Expenses ,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,,,,,,P2016,PRIMARY,,,,,,F57.000003,,A,ADD,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4080120161307392101,4080120161307393483,,,t,t,2016-07-26 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?201607269021938096
C00495028,HMP,2024,24,202401319619299995,24,1753116,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1753116,N,0,DIGITAL ADVERTISING - ESTIMATE,2024-01-30 00:00:00,2024-01-30 00:00:00,28249.24,3669547.39,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"WOLFF, BRIAN",2024-01-31 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500489245,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020120241818220000,4020120241818739001,,,t,t,2024-01-31 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401319619299995
C00678839,INDIVISIBLE ACTION,2024,24,202401309600666288,24,1748777,BLUE STATE DIGITAL,,,,41 FLATBUSH AVE,FL 8,BROOKLYN,NY,112171160,1748777,N,0,DIGITAL ADS - ESTIMATE,2024-01-29 00:00:00,2024-01-29 00:00:00,1000.00,2786.60,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"RAMEY, ELIZABETH",2024-01-30 00:00:00,,,,O2024,SPECIAL GENERAL,,,ELIZABETH,,RAMEY,500172139,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4013020241817434008,4013020241817738570,,,t,t,2024-01-30 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401309600666288
C00710848,DMFI PAC,2024,48,202401199600126356,24,1744595,JEWISH POST,,,,31 E 32ND ST,,NEW YORK,NY,100165509,1744595,N,0,ESTIMATED PRINT ADVERTISING,2024-01-17 00:00:00,2024-01-19 00:00:00,8000.00,34276.00,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"PETTERSON, JAY",2024-01-19 00:00:00,,,,O2024,SPECIAL GENERAL,,,JAY,,PETTERSON,500650333,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011920241815780013,4011920241815858046,,,t,t,2024-01-19 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401199600126356
C90015991,JIM OWLES LIBERAL DEMOCRATIC CLUB,2016,24,201611029037084041,,1122797,"RAVELO, RICHARD DANIEL",RICHARD,DANIEL,RAVELO,220 WEST 148TH STREET,,NEW YORK,NY,10039,1122797,N,,GRAPHIC DESIGN OF LITERATURE-VOTE SUOZZI,2016-11-01 00:00:00,,200.00,0.00,6,Campaign Materials,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,6,DEM,,,,,,,,,,,,,G2016,GENERAL,,,,,,F57.000001,,A,ADD,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4110220161345751069,4110220161345753613,,,t,t,2016-11-02 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?201611029037084041
C90017492,INDIVISIBLE PROJECT INC.,2024,24,202401299600457413,,1747135,USPS,,,,13 KINGS FERRY RD,,MONTROSE,NY,105489998,1747135,N,0,POSTCARD POSTAGE,2024-01-18 00:00:00,,255.00,1222.60,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,,,,,,S2024,SPECIAL,,,,,,500079253,,A,ADD,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4012920241817223000,4012920241817226001,,,t,t,2024-01-29 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?202401299600457413
C00859355,BATTLEGROUND NEW YORK,2024,48,202401159600075326,24,1743461,GROSSMAN SOLUTIONS,,,,190 TRUMBULL STREET,SUITE 203,HARTFORD,CT,6103,1743461,N,0,CANVASSING SERVICES (ESTIMATE),2024-01-13 00:00:00,2024-01-13 00:00:00,316628.00,324328.00,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"SEAY, GABRIELLE",2024-01-15 00:00:00,,,,O2024,SPECIAL GENERAL,,,GABRIELLE,,SEAY,WFT20240151544-1,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011620241815498004,4011620241815648008,,,t,t,2024-01-15 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401159600075326
C00684969,JDCA PAC,2024,48,202401179600098624,24,1743969,ADBEAT DIGITAL,,,,1725 I ST NW,STE 300,WASHINGTON,DC,200062423,1743969,N,0,DIGITAL ADVERTISING - ESTIMATE,2024-01-17 00:00:00,2024-01-17 00:00:00,16300.00,16300.00,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"GOLDBERG GOLDMAN, BARBARA",2024-01-17 00:00:00,,,,O2024,SPECIAL GENERAL,,,BARBARA,,GOLDBERG GOLDMAN,500110086,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011720241815672006,4011720241815703011,,,t,t,2024-01-17 00:00:00,DIGITAL ADVERTISING,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401179600098624
C00678839,INDIVISIBLE ACTION,2024,24,202401279600449595,24,1746857,THE SPOKEN HUB LLC,,,,PO BOX 615,,MANHASSET,NY,110300615,1746857,N,0,PHONE BANKING,2024-01-11 00:00:00,2024-01-11 00:00:00,93.60,1786.60,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"RAMEY, ELIZABETH",2024-01-26 00:00:00,,,,O2024,SPECIAL GENERAL,,,ELIZABETH,,RAMEY,500171596,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012720241817162005,4012720241817178012,,,t,t,2024-01-27 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401279600449595
C00495028,HMP,2024,48,202401259600407048,24,1746123,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1746123,N,0,DIGITAL ADVERTISING - ESTIMATE,2024-01-23 00:00:00,2024-01-23 00:00:00,12180.18,1942680.50,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"WOLFF, BRIAN",2024-01-25 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500488568,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012620241816522000,4012620241817137001,,,t,t,2024-01-25 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401259600407048
C90017492,INDIVISIBLE PROJECT INC.,2024,24,202401299600457413,,1747135,USPS,,,,475 LENFANT PLZ SW,,WASHINGTON,DC,202600004,1747135,N,0,POSTCARD POSTAGE,2023-12-28 00:00:00,,512.30,1222.60,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,,,,,,S2024,SPECIAL,,,,,,500079121,,A,ADD,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4012920241817223000,4012920241817226000,,,t,t,2024-01-29 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?202401299600457413
C90011172,AFSCME WORKING FAMILIES FUND,2024,24,202402059619676452,,1754351,RED HORSE STRATEGIES,,,,55 WASHINGTON STREET,SUITE 702,BROOKLYN,NY,11201,1754351,N,0,CHINESE MAIL PIECE TO THE GENERAL PUBLIC SUPPORTING TOM SUOZZI  ESTIMATED,2024-02-05 00:00:00,,9610.28,46327.28,4,Advertising Expenses ,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,,,,,,S2024,SPECIAL,,,,,,F57.4840,,A,ADD,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4020520241819409001,4020520241819410004,,,t,t,2024-02-05 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?202402059619676452
C90011172,AFSCME WORKING FAMILIES FUND,2024,24,202401319600808999,,1749887,RED HORSE STRATEGIES,,,,55 WASHINGTON STREET,SUITE 702,BROOKLYN,NY,11201,1749887,N,0,CHINESE WECHAT DIGITAL AD TO GENERAL PUBLIC SUPPORTING TOM SUOZZI ESTIMATE,2024-01-31 00:00:00,,1000.00,29717.00,4,Advertising Expenses ,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,,,,,,S2024,SPECIAL,,,,,,F57.4834,,A,ADD,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4013120241817781000,4013120241817783004,,,t,t,2024-01-31 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?202401319600808999
C00859355,BATTLEGROUND NEW YORK,2024,48,202401159600075321,24,1743459,MIDSTATE PRINTING GROUP,,,,1234 SUMMER STREET,SUITE 304,STAMFORD,CT,6901,1743459,N,0,PRINTING OF CANVASSING MATERIALS (ESTIMATE),2024-01-13 00:00:00,2024-01-13 00:00:00,7700.00,324328.00,,,S,X,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"SEAY, GABRIELLE",2024-01-15 00:00:00,,,,O2024,SPECIAL GENERAL,,,GABRIELLE,,SEAY,WFT20240151550-1,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011620241815498003,4011620241815648007,,,t,t,2024-01-15 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401159600075321
C90017492,INDIVISIBLE PROJECT INC.,2024,24,202401299600457413,,1747135,USPS,,,,475 LENFANT PLZ SW,,WASHINGTON,DC,202600004,1747135,N,0,POSTCARD POSTAGE (ESTIMATE),2024-01-28 00:00:00,,455.30,1222.60,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,,,,,,S2024,SPECIAL,,,,,,500079254,,A,ADD,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4012920241817223000,4012920241817226002,,,t,t,2024-01-29 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?202401299600457413
