committee_id,committee_name,report_year,report_type,image_number,line_number,file_number,payee_name,payee_first_name,payee_middle_name,payee_last_name,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip,previous_file_number,amendment_indicator,amendment_number,expenditure_description,expenditure_date,dissemination_date,expenditure_amount,office_total_ytd,category_code,category_code_full,support_oppose_indicator,memo_code,memo_code_full,candidate_id,candidate_name,candidate_prefix,candidate_first_name,candidate_middle_name,candidate_last_name,candidate_suffix,candidate_office,candidate_office_state,candidate_office_district,candidate_party,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,independent_sign_name,independent_sign_date,notary_sign_name,notary_sign_date,notary_commission_expiration_date,election_type,election_type_full,back_reference_transaction_id,back_reference_schedule_name,filer_first_name,filer_middle_name,filer_last_name,transaction_id,original_sub_id,action_code,action_code_full,schedule_type_full,filing_form,link_id,sub_id,payee_prefix,payee_suffix,is_notice,most_recent,filing_date,memo_text,filer_prefix,filer_suffix,schedule_type,pdf_url
C00504530,CONGRESSIONAL LEADERSHIP FUND,2024,48,202401229600144277,24,1744988,SOMETHING ELSE STRATEGIES LLC,,,,212 GOLDEN WILLOW COURT,,EASLEY,SC,29642,1744988,N,0,MEDIA PRODUCTION,2024-01-19 00:00:00,2024-01-20 00:00:00,23000.00,1954734.45,4,Advertising Expenses ,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"CROSBY, CALEB",2024-01-22 00:00:00,,,,S2024,SPECIAL GENERAL,,,CALEB,,CROSBY,SE24.86,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012220241815920003,4012220241815970817,,,t,t,2024-01-22 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401229600144277
C00504530,CONGRESSIONAL LEADERSHIP FUND,2024,48,202401249600246781,24,1745648,BIG DOG STRATEGIES LLC,,,,23150 FASHION DR,SUITE 231,ESTERO,FL,33928,1745648,N,0,DIRECT MAIL,2024-01-22 00:00:00,2024-01-22 00:00:00,50939.94,2005674.39,4,Advertising Expenses ,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"CROSBY, CALEB",2024-01-24 00:00:00,,,,S2024,SPECIAL GENERAL,,,CALEB,,CROSBY,SE24.87,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012420241816213011,4012420241816331110,,,t,t,2024-01-24 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401249600246781
C00075820,NRCC,2016,48,201609079030750690,24,1098110,HARPER POLLING,,,,121 STATE ST,,HARRISBURG,PA,17101,1098110,N,,SURVEY RESEARCH,2016-09-06 00:00:00,2016-09-06 00:00:00,28855.00,33855.00,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00607200,,,,,,,"DAVIS, KEITH A",2016-09-06 00:00:00,,,,G2016,,,,KEITH,A,DAVIS,SE24-0.052481,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4090720161316856681,4090720161316860031,,,t,t,2016-09-07 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?201609079030750690
C00075820,NRCC,2016,48,201610069032177117,24,1102752,NATIONAL MEDIA RESEARCH PLANNING & PLACEMENT LLC,,,,815 SLATERS LANE,,ALEXANDRIA,VA,22314,1102752,N,,MEDIA,2016-10-03 00:00:00,2016-10-04 00:00:00,296667.00,769113.52,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00607200,,,,,,,"DAVIS, KEITH A",2016-10-04 00:00:00,,,,G2016,,,,KEITH,A,DAVIS,SE24-0.054916,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4100620161340634885,4100620161340654131,,,t,t,2016-10-06 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?201610069032177117
C00075820,NRCC,2016,48,201609309032149682,24,1101836,HARPER POLLING,,,,121 STATE ST,,HARRISBURG,PA,17101,1101836,N,,SURVEY RESEARCH,2016-09-29 00:00:00,2016-09-29 00:00:00,22242.00,313885.76,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00607200,,,,,,,"DAVIS, KEITH A",2016-09-30 00:00:00,,,,G2016,,,,KEITH,A,DAVIS,SE24-0.054690,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4093020161334963249,4093020161334968310,,,t,t,2016-09-30 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?201609309032149682
C00075820,NRCC,2016,48,201609309032149684,24,1101836,SCOTT HOWELL AND COMPANY INC.,,,,3900 WILLOW ST,STE 200,DALLAS,TX,75226,1101836,N,,MEDIA,2016-09-29 00:00:00,2016-09-29 00:00:00,25124.00,313885.76,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00607200,,,,,,,"DAVIS, KEITH A",2016-09-30 00:00:00,,,,G2016,,,,KEITH,A,DAVIS,SE24-0.054689,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4093020161334963249,4093020161334968316,,,t,t,2016-09-30 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?201609309032149684
C00075820,NRCC,2024,48,202401189600102679,24,1744082,NEBO MEDIA,,,,PO BOX 9825,,ARLINGTON,VA,22219,1744082,N,0,MEDIA,2024-01-12 00:00:00,2024-01-17 00:00:00,220664.76,255664.76,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00607200,,,,,,,"DAVIS, KEITH A",2024-01-17 00:00:00,,,,S2024,SPECIAL GENERAL,,,KEITH,A,DAVIS,SE24-0.159803,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011820241815716005,4011820241815765045,,,t,t,2024-01-18 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401189600102679
C00075820,NRCC,2024,48,202401189600102679,24,1744082,RED ELEPHANT STRATEGY LLC,,,,25475 MARSH LANDING PKWY,,PONTE VEDRA,FL,32082,1744082,N,0,MEDIA,2024-01-17 00:00:00,2024-01-17 00:00:00,35000.00,255664.76,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00607200,,,,,,,"DAVIS, KEITH A",2024-01-17 00:00:00,,,,S2024,SPECIAL GENERAL,,,KEITH,A,DAVIS,SE24-0.159805,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011820241815716005,4011820241815765046,,,t,t,2024-01-18 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401189600102679
C00075820,NRCC,2016,48,201609309032149683,24,1101836,NATIONAL MEDIA RESEARCH PLANNING & PLACEMENT LLC,,,,815 SLATERS LANE,,ALEXANDRIA,VA,22314,1101836,N,,MEDIA,2016-09-26 00:00:00,2016-09-29 00:00:00,158497.76,313885.76,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00607200,,,,,,,"DAVIS, KEITH A",2016-09-30 00:00:00,,,,G2016,,,,KEITH,A,DAVIS,SE24-0.054656,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4093020161334963249,4093020161334968314,,,t,t,2016-09-30 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?201609309032149683
C00075820,NRCC,2016,48,201610069032177116,24,1102752,NATIONAL MEDIA RESEARCH PLANNING & PLACEMENT LLC,,,,815 SLATERS LANE,,ALEXANDRIA,VA,22314,1102752,N,,MEDIA,2016-09-30 00:00:00,2016-10-04 00:00:00,158560.76,769113.52,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00607200,,,,,,,"DAVIS, KEITH A",2016-10-04 00:00:00,,,,G2016,,,,KEITH,A,DAVIS,SE24-0.054878,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4100620161340634885,4100620161340654129,,,t,t,2016-10-06 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?201610069032177116
C00075820,NRCC,2016,48,201609309032149683,24,1101836,NATIONAL MEDIA RESEARCH PLANNING & PLACEMENT LLC,,,,815 SLATERS LANE,,ALEXANDRIA,VA,22314,1101836,N,,MEDIA,2016-09-26 00:00:00,2016-09-29 00:00:00,74167.00,313885.76,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00607200,,,,,,,"DAVIS, KEITH A",2016-09-30 00:00:00,,,,G2016,,,,KEITH,A,DAVIS,SE24-0.054655,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4093020161334963249,4093020161334968312,,,t,t,2016-09-30 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?201609309032149683
C00075820,NRCC,2024,48,202401249600241060,24,1745476,NEBO MEDIA,,,,PO BOX 9825,,ARLINGTON,VA,22219,1745476,N,0,MEDIA,2024-01-19 00:00:00,2024-01-23 00:00:00,187096.80,476329.52,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00607200,,,,,,,"DAVIS, KEITH A",2024-01-24 00:00:00,,,,S2024,SPECIAL GENERAL,,,KEITH,A,DAVIS,SE24-0.159856,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012420241816213010,4012420241816331028,,,t,t,2024-01-24 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401249600241060
C00075820,NRCC,2024,24,202401309600614693,24,1748281,NEBO MEDIA,,,,PO BOX 9825,,ARLINGTON,VA,22219,1748281,N,0,MEDIA,2024-01-26 00:00:00,2024-01-30 00:00:00,186751.80,696649.28,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00607200,,,,,,,"DAVIS, KEITH A",2024-01-30 00:00:00,,,,S2024,SPECIAL GENERAL,,,KEITH,A,DAVIS,SE24-0.159906,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4013020241817434007,4013020241817738475,,,t,t,2024-01-30 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401309600614693
C00075820,NRCC,2016,48,201609079030750692,24,1098110,NATIONAL MEDIA RESEARCH PLANNING & PLACEMENT LLC,,,,815 SLATERS LANE,,ALEXANDRIA,VA,22314,1098110,N,,MEDIA,2016-09-01 00:00:00,2016-09-06 00:00:00,5000.00,33855.00,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00607200,,,,,,,"DAVIS, KEITH A",2016-09-06 00:00:00,,,,G2016,,,,KEITH,A,DAVIS,SE24-0.052443,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4090720161316856681,4090720161316860039,,,t,t,2016-09-07 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?201609079030750692
C00075820,NRCC,2016,48,201610149032526677,24,1107303,POOLHOUSE,,,,23 W BROAD STREET SUITE 404,,RICHMOND,VA,23220,1107303,N,,MEDIA,2016-10-12 00:00:00,2016-10-12 00:00:00,5000.00,774113.52,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00607200,,,,,,,"DAVIS, KEITH A",2016-10-14 00:00:00,,,,G2016,,,,KEITH,A,DAVIS,SE24-0.055526,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101520161343796663,4101520161343800724,,,t,t,2016-10-14 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?201610149032526677
C00075820,NRCC,2024,48,202401249600241060,24,1745476,NEBO MEDIA,,,,PO BOX 9825,,ARLINGTON,VA,22219,1745476,N,0,MEDIA,2024-01-19 00:00:00,2024-01-23 00:00:00,33567.96,476329.52,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00607200,,,,,,,"DAVIS, KEITH A",2024-01-24 00:00:00,,,,S2024,SPECIAL GENERAL,,,KEITH,A,DAVIS,SE24-0.159857,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012420241816213010,4012420241816331029,,,t,t,2024-01-24 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401249600241060
C00075820,NRCC,2024,24,202401309600614693,24,1748281,NEBO MEDIA,,,,PO BOX 9825,,ARLINGTON,VA,22219,1748281,N,0,MEDIA,2024-01-26 00:00:00,2024-01-30 00:00:00,33567.96,696649.28,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00607200,,,,,,,"DAVIS, KEITH A",2024-01-30 00:00:00,,,,S2024,SPECIAL GENERAL,,,KEITH,A,DAVIS,SE24-0.159907,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4013020241817434007,4013020241817738474,,,t,t,2024-01-30 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401309600614693
C00865055,SECURE NYS PAC,2024,24,202402029619662197,24,1754088,"THOMPSON COMMUNICATIONS, INC.",,,,PO BOX 5,,MARSHFIELD,MO,65706,1754088,N,0,MEDIA BUY,2024-01-31 00:00:00,2024-02-01 00:00:00,300000.00,378640.50,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00865055,,,,,,,"KILGORE, PAUL",2024-02-02 00:00:00,,,,S2024,SPECIAL-GENERAL,,,PAUL,,KILGORE,SE.4124,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020220241818895002,4020220241819189080,,,t,t,2024-02-02 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202402029619662197
C00865055,SECURE NYS PAC,2024,48,202401199600116834,24,1744410,"THOMPSON COMMUNICATIONS, INC.",,,,PO BOX 5,,MARSHFIELD,MO,65706,1744410,N,0,RADIO ADVERTISING,2024-01-17 00:00:00,2024-01-19 00:00:00,53640.50,53640.50,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00865055,,,,,,,"KILGORE, PAUL",2024-01-19 00:00:00,,,,S2024,SPECIAL-GENERAL,,,PAUL,,KILGORE,SE.4112,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011920241815780003,4011920241815858021,,,t,t,2024-01-19 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401199600116834
C00865055,SECURE NYS PAC,2024,48,202401199600116834,24,1744410,"HARRIS MEDIA, LLC",,,,66 W FLAGLER ST UNIT PH-1,,MIAMI,FL,33130,1744410,N,0,DIGIRTAL ADVERTISING,2024-01-18 00:00:00,2024-01-19 00:00:00,25000.00,78640.50,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00865055,,,,,,,"KILGORE, PAUL",2024-01-19 00:00:00,,,,S2024,SPECIAL-GENERAL,,,PAUL,,KILGORE,SE.4111,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011920241815780003,4011920241815858020,,,t,t,2024-01-19 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401199600116834
C00865055,SECURE NYS PAC,2024,24,202402029619662197,24,1754088,"THOMPSON COMMUNICATIONS, INC.",,,,PO BOX 5,,MARSHFIELD,MO,65706,1754088,N,0,MEDIA BUY,2024-02-01 00:00:00,2024-02-01 00:00:00,200000.00,578640.50,,,O,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00865055,,,,,,,"KILGORE, PAUL",2024-02-02 00:00:00,,,,S2024,SPECIAL-GENERAL,,,PAUL,,KILGORE,SE.4125,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020220241818895002,4020220241819189081,,,t,t,2024-02-02 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202402029619662197
,,,,,,,,,,,,,,,,,,,,,,2627274.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
