committee_id,committee_name,report_year,report_type,image_number,line_number,file_number,payee_name,payee_first_name,payee_middle_name,payee_last_name,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip,previous_file_number,amendment_indicator,amendment_number,expenditure_description,expenditure_date,dissemination_date,expenditure_amount,office_total_ytd,category_code,category_code_full,support_oppose_indicator,memo_code,memo_code_full,candidate_id,candidate_name,candidate_prefix,candidate_first_name,candidate_middle_name,candidate_last_name,candidate_suffix,candidate_office,candidate_office_state,candidate_office_district,candidate_party,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,independent_sign_name,independent_sign_date,notary_sign_name,notary_sign_date,notary_commission_expiration_date,election_type,election_type_full,back_reference_transaction_id,back_reference_schedule_name,filer_first_name,filer_middle_name,filer_last_name,transaction_id,original_sub_id,action_code,action_code_full,schedule_type_full,filing_form,link_id,sub_id,payee_prefix,payee_suffix,is_notice,most_recent,filing_date,memo_text,filer_prefix,filer_suffix,schedule_type,pdf_url
C00000935,DCCC,2024,24,202401319608086625,24,1752381,"INTERTREND COMMUNICATIONS, INC.",,,,228 E BROADWAY,,LONG BEACH,CA,90802,1748800,A,1,DIGITAL MEDIA BUY ESTIMATE,2024-01-29 00:00:00,2024-01-30 00:00:00,29286.00,3303126.90,,,O,,,H4NY03283,"PILIP, MAZI MELESA",,MAZI MELESA,,PILIP,,H,NY,3,REP,,,,,,,,"MERZ, JULIE",2024-01-31 00:00:00,,,,S2024,SPECIAL GENERAL,,,JULIE,,MERZ,SE-1069746,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4013120241817777006,4013120241818175474,,,t,t,2024-01-31 00:00:00,DATE OF DISSEMINATION: 01/30/24,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401319608086625
C00495028,HMP,2024,48,202401259600407048,24,1746123,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1746123,N,0,DIGITAL ADVERTISING - ESTIMATE,2024-01-23 00:00:00,2024-01-23 00:00:00,212856.11,1942680.50,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-01-25 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500488567,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012620241816522000,4012620241817137000,,,t,t,2024-01-25 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401259600407048
C00000935,DCCC,2024,48,202401119600034309,24,1742831,AMPLIFY MEDIA LLC,,,,PO BOX #6,,FRANKLIN PARK,IL,60131,1742831,N,0,MEDIA BUY,2024-01-05 00:00:00,2024-01-09 00:00:00,949661.00,1975765.74,4,Advertising Expenses ,O,,,H4NY03283,"PILIP, MAZI MELESA",,MAZI MELESA,,PILIP,,H,NY,3,REP,,,,,,,,"MERZ, JULIE",2024-01-11 00:00:00,,,,S2024,SPECIAL GENERAL,,,JULIE,,MERZ,SE-1068955,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011120241815260020,4011120241815336111,,,t,t,2024-01-11 00:00:00,DATE OF DISSEMINATION: 01/09/24,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401119600034309
C90011172,AFSCME WORKING FAMILIES FUND,2024,24,202401299600469893,,1747331,RED HORSE STRATEGIES,,,,55 WASHINGTON STREET,SUITE 702,BROOKLYN,NY,11201,1746491,A,1,MAILER TO GENERAL PUBLIC OPPOSING MAZI PILIP - ESTIMATE,2024-01-26 00:00:00,,5793.00,5793.00,4,Advertising Expenses ,O,,,H4NY03283,"PILIP, MAZI MELESA",,MAZI MELESA,,PILIP,,H,NY,3,REP,,,,,,,,,,,,,S2024,SPECIAL,,,,,,F57.4815,,N,NO CHANGE,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4012920241817223001,4012920241817226003,,,t,t,2024-01-29 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?202401299600469893
C00495028,HMP,2024,24,202401269600442717,24,1746532,"MISSION CONTROL, INC.",,,,624 HEBRON AVE,STE 200,GLASTONBURY,CT,60335006,1746532,N,0,DIRECT MAIL - ESTIMATE,2024-01-26 00:00:00,2024-01-26 00:00:00,70011.37,2137209.94,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-01-26 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500488647,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012720241817162001,4012720241817178006,,,t,t,2024-01-26 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401269600442717
C00495028,HMP,2024,24,202402079619686059,24,1754722,"MISSION CONTROL, INC.",,,,624 HEBRON AVE,STE 200,GLASTONBURY,CT,60335006,1754722,N,0,DIRECT MAIL - ESTIMATE,2024-02-06 00:00:00,2024-02-06 00:00:00,65366.71,6985270.69,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-02-07 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500490109,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020720241822551008,4020720241822948231,,,t,t,2024-02-07 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202402079619686059
C00000935,DCCC,2024,48,202401189600113489,24,1744285,AMPLIFY MEDIA LLC,,,,PO BOX #6,,FRANKLIN PARK,IL,60131,1744285,N,0,MEDIA BUY - ESTIMATE,2024-01-12 00:00:00,2024-01-17 00:00:00,1154336.00,3144725.74,,,O,,,H4NY03283,"PILIP, MAZI MELESA",,MAZI MELESA,,PILIP,,H,NY,3,REP,,,,,,,,"MERZ, JULIE",2024-01-18 00:00:00,,,,S2024,SPECIAL GENERAL,,,JULIE,,MERZ,SE-1068981,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011820241815716017,4011820241815765106,,,t,t,2024-01-18 00:00:00,DATE OF DISSEMINATION: 01/17/24,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401189600113489
C00000935,DCCC,2024,24,202401319608086626,24,1752381,"INTERTREND COMMUNICATIONS, INC.",,,,228 E BROADWAY,,LONG BEACH,CA,90802,1748800,A,1,DIGITAL MEDIA BUY ESTIMATE,2024-01-31 00:00:00,2024-01-30 00:00:00,40570.00,3303126.90,,,O,,,H4NY03283,"PILIP, MAZI MELESA",,MAZI MELESA,,PILIP,,H,NY,3,REP,,,,,,,,"MERZ, JULIE",2024-01-31 00:00:00,,,,S2024,SPECIAL GENERAL,,,JULIE,,MERZ,SE-1069964,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4013120241817777006,4013120241818175476,,,t,t,2024-01-31 00:00:00,DATE OF DISSEMINATION: 01/30/24,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401319608086626
C00495028,HMP,2024,48,202401129600051401,24,1743092,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1742845,A,1,DIGITAL ADVERTISING - ESTIMATE,2024-01-09 00:00:00,2024-01-09 00:00:00,151545.15,389582.77,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-01-12 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500485696,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011320241815450001,4011320241815458005,,,t,t,2024-01-12 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401129600051401
C00495028,HMP,2024,24,202401299600571001,24,1747781,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1747781,N,0,DIGITAL PRODUCTION - ESTIMATE,2024-01-28 00:00:00,2024-01-28 00:00:00,9143.00,2146352.94,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-01-29 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500488650,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4013020241817434000,4013020241817738000,,,t,t,2024-01-29 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401299600571001
C90011172,AFSCME WORKING FAMILIES FUND,2024,24,202401319600808996,,1749887,RED HORSE STRATEGIES,,,,55 WASHINGTON STREET,SUITE 702,BROOKLYN,NY,11201,1749887,N,0,CHINESE WECHAT DIGITAL AD TO GENERAL PUBLIC OPPOSING MAZI PILIP  ESTIMATE,2024-01-31 00:00:00,,1000.00,35717.00,4,Advertising Expenses ,O,,,H4NY03283,"PILIP, MAZI MELESA",,MAZI MELESA,,PILIP,,H,NY,3,REP,,,,,,,,,,,,,S2024,SPECIAL,,,,,,F57.4831,,A,ADD,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4013120241817781000,4013120241817783001,,,t,t,2024-01-31 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?202401319600808996
C00000935,DCCC,2024,24,202401319608086627,24,1752381,"INTERTREND COMMUNICATIONS, INC.",,,,228 E BROADWAY,,LONG BEACH,CA,90802,1748800,A,1,DIGITAL MEDIA -  PRODUCTION ESTIMATE,2024-01-31 00:00:00,2024-01-30 00:00:00,15000.00,3303126.90,,,O,,,H4NY03283,"PILIP, MAZI MELESA",,MAZI MELESA,,PILIP,,H,NY,3,REP,,,,,,,,"MERZ, JULIE",2024-01-31 00:00:00,,,,S2024,SPECIAL GENERAL,,,JULIE,,MERZ,SE-1069965,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4013120241817777006,4013120241818175477,,,t,t,2024-01-31 00:00:00,DATE OF DISSEMINATION: 01/30/24,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401319608086627
C00495028,HMP,2024,48,202401129600051401,24,1743092,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1742845,A,1,DIGITAL PRODUCTION - ESTIMATE,2024-01-09 00:00:00,2024-01-09 00:00:00,16443.00,389582.77,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-01-12 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500485695,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011320241815450001,4011320241815458004,,,t,t,2024-01-12 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401129600051401
C00495028,HMP,2024,24,202402079619686059,24,1754722,WATERFRONT STRATEGIES,,,,3050 K ST NW,STE 100,WASHINGTON,DC,200075161,1754722,N,0,TELEVISION ADVERTISING - ESTIMATE,2024-02-06 00:00:00,2024-02-06 00:00:00,1507688.00,6985270.69,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-02-07 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500490102,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020720241822551008,4020720241822948232,,,t,t,2024-02-07 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202402079619686059
C00495028,HMP,2024,48,202401209600126501,24,1744615,"MISSION CONTROL, INC.",,,,624 HEBRON AVE,STE 200,GLASTONBURY,CT,60335006,1744615,N,0,DIRECT MAIL - ESTIMATE,2024-01-18 00:00:00,2024-01-18 00:00:00,59609.15,840815.97,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-01-20 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500487966,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012020241815872003,4012020241815888009,,,t,t,2024-01-20 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401209600126501
C00000935,DCCC,2024,48,202401189600113489,24,1744285,MIDAS OPCO HOLDINGS LLC SKDKNICKERBOCKER LLC,,,,ONE WORLD TRADE CENTER,69TH FLOOR,NEW YORK,NY,10007,1744285,N,0,MEDIA PRODUCTION - ESTIMATE,2024-01-17 00:00:00,2024-01-17 00:00:00,14624.00,3144725.74,,,O,,,H4NY03283,"PILIP, MAZI MELESA",,MAZI MELESA,,PILIP,,H,NY,3,REP,,,,,,,,"MERZ, JULIE",2024-01-18 00:00:00,,,,S2024,SPECIAL GENERAL,,,JULIE,,MERZ,SE-1069488,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011820241815716017,4011820241815765107,,,t,t,2024-01-18 00:00:00,DATE OF DISSEMINATION: 01/17/24,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401189600113489
C00754069,PAF,2024,24,202401259600297330,24,1745898,THE TRADE DESK,,,,42 N. CHESTNUT STREET,,VENTURA,CA,93001,1745898,N,0,DIGITAL ADVERTISING,2024-01-24 00:00:00,2024-01-25 00:00:00,131992.00,141992.00,,,O,,,H4NY03283,"PILIP, MAZI",,MAZI,,PILIP,,H,NY,3,REP,,,,,,,,"SCHUMAN, BLAIR",2024-01-25 00:00:00,,,,O2024,SPECIAL,,,BLAIR,,SCHUMAN,WFT2024025138-1,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012520241816349007,4012520241816503016,,,t,t,2024-01-25 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401259600297330
C00495028,HMP,2024,24,202402039619675477,24,1754256,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1754256,N,0,DIGITAL PRODUCTION - ESTIMATE,2024-02-03 00:00:00,2024-02-03 00:00:00,23845.26,3861770.50,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-02-03 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500489773,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020420241819391000,4020420241819398002,,,t,t,2024-02-03 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202402039619675477
C00495028,HMP,2024,24,202402079619686060,24,1754722,WATERFRONT STRATEGIES,,,,3050 K ST NW,STE 100,WASHINGTON,DC,200075161,1754722,N,0,TELEVISION ADVERTISING - ESTIMATE,2024-02-06 00:00:00,2024-02-06 00:00:00,836825.00,6985270.69,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-02-07 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500490111,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020720241822551008,4020720241822948234,,,t,t,2024-02-07 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202402079619686060
C00495028,HMP,2024,24,202402039619675477,24,1754256,"MISSION CONTROL, INC.",,,,624 HEBRON AVE,STE 200,GLASTONBURY,CT,60335006,1754256,N,0,DIRECT MAIL - ESTIMATE,2024-02-02 00:00:00,2024-02-02 00:00:00,63238.85,3861770.50,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-02-03 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500489774,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020420241819391000,4020420241819398003,,,t,t,2024-02-03 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202402039619675477
C00495028,HMP,2024,48,202401259600407049,24,1746123,GPS IMPACT,,,,220 SE 6TH ST,STE 330,DES MOINES,IA,503094845,1746123,N,0,MEDIA PRODUCTION - ESTIMATE,2024-01-23 00:00:00,2024-01-23 00:00:00,10307.92,1942680.50,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-01-25 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500488569,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012620241816522000,4012620241817137002,,,t,t,2024-01-25 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401259600407049
C00495028,HMP,2024,24,202402079619686058,24,1754722,GPS IMPACT,,,,220 SE 6TH ST,STE 330,DES MOINES,IA,503094845,1754722,N,0,MEDIA PRODUCTION - ESTIMATE,2024-02-06 00:00:00,2024-02-06 00:00:00,8888.55,6985270.69,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-02-07 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500490108,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020720241822551008,4020720241822948230,,,t,t,2024-02-07 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202402079619686058
C00495028,HMP,2024,24,202401269600442715,24,1746532,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1746532,N,0,DIGITAL PRODUCTION - ESTIMATE,2024-01-25 00:00:00,2024-01-25 00:00:00,7429.00,2137209.94,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-01-26 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500488643,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012720241817162001,4012720241817178001,,,t,t,2024-01-26 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401269600442715
C00000935,DCCC,2023,48,202401109600022547,24,1742549,MIDAS OPCO HOLDINGS LLC SKDKNICKERBOCKER LLC,,,,ONE WORLD TRADE CENTER,69TH FLOOR,NEW YORK,NY,10007,1741319,A,1,MEDIA PRODUCTION - ESTIMATE,2024-01-02 00:00:00,2024-01-02 00:00:00,12230.00,1018454.74,,,O,,,H4NY03283,"PILIP, MAZI MELESA",,MAZI MELESA,,PILIP,,H,NY,3,REP,,,,,,,,"MERZ, JULIE",2024-01-10 00:00:00,,,,S2024,SPECIAL GENERAL,,,JULIE,,MERZ,SE-1068691,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011020241815211003,4011020241815250026,,,t,t,2024-01-10 00:00:00,DATE OF DISSEMINATION: 01/02/24,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401109600022547
